No.	Transcript ID	index	score	start	end	length
7909	HERVH_9q33.3a::chr9:126074450-126080414(-)	noncoding	-0.3437520725532466	3572	3796	5964
7910	ERVLB4_9q33.3b::chr9:126567532-126573829(-)	noncoding	-0.3519817653892914	3295	3420	6297
7911	ERVLB4_9q33.3c::chr9:126574454-126575939(-)	noncoding	-0.33505891599873594	469	627	1485
7912	ERVLE_9q33.3b::chr9:126738046-126743694(-)	noncoding	-0.3576454625290497	1168	1317	5648
7913	ERVLE_9q33.3c::chr9:126897449-126905176(+)	noncoding	-0.3304069297126354	4740	5081	7727
7914	HERVH_9q33.3b::chr9:127413306-127415068(+)	noncoding	-0.40888515809027226	950	1063	1762
7915	HML2_9q34.11::chr9:128850236-128857457(+)	noncoding	-0.36201026398972425	1841	2080	7221
7916	HERVFH19_9q34.11::chr9:129588167-129594670(-)	noncoding	-0.323900703062329	5584	5769	6503
7917	LTR19_9q34.11::chr9:129594670-129595729(-)	noncoding	-0.386291962376791	984	1058	1059
7918	ERVLB4_9q34.11::chr9:129766904-129771287(-)	noncoding	-0.3497428056101951	3581	3721	4383
7919	ERV316A3_9q34.12::chr9:131001251-131004495(-)	noncoding	-0.32465414290504313	2700	2933	3244
7920	HERVH_9q34.13::chr9:131547214-131551936(+)	noncoding	-0.33287913951521864	43	414	4722
7921	HML3_9q34.13::chr9:131680373-131685811(+)	noncoding	-0.3360033584692955	4435	4722	5438
7922	ERV316A3_9q34.13::chr9:131993386-131996590(+)	noncoding	-0.3286612479351324	1486	1668	3204
7923	MER101_9q34.13::chr9:132703084-132704839(+)	noncoding	-0.44216737217746926	404	658	1755
7924	HERVI_9q34.13::chr9:133031580-133038234(-)	noncoding	-0.3241374398170569	4885	5418	6654
7925	HERV3_9q34.13::chr9:133075826-133080083(-)	noncoding	-0.3392802614880208	1242	1454	4257
7926	HUERSP1_9q34.2::chr9:133287145-133294354(-)	coding	0.5826778378471102	559	756	7209
7927	ERV316A3_9q34.2a::chr9:133549683-133553929(-)	noncoding	-0.3097419935015763	2331	2699	4246
7928	ERVLE_9q34.2::chr9:134010148-134011797(+)	noncoding	-0.34227570548017017	1189	1461	1649
7929	ERV316A3_9q34.2b::chr9:134496237-134496992(-)	noncoding	-0.30099077586135026	113	499	755
7930	ERV316A3_9q34.3a::chr9:134547123-134548225(-)	noncoding	-0.3660767231908998	78	323	1102
7931	HERVL_9q34.3::chr9:134924024-134928569(+)	noncoding	-0.3265445874284656	1	495	4545
7932	ERVLE_9q34.3a::chr9:134957571-134959257(-)	noncoding	-0.376203507027037	2	235	1686
7933	HERVP71A_9q34.3::chr9:135290605-135296267(+)	noncoding	-0.32112868444854725	4814	5041	5662
7934	ERV316A3_9q34.3b::chr9:135378186-135382106(-)	noncoding	-0.2885418844853761	2447	3004	3920
7935	HERVE_9q34.3::chr9:135437085-135444492(-)	coding	0.7219894045584851	1057	2127	7407
7936	MER4B_9q34.3::chr9:135645972-135650448(+)	noncoding	-0.38684472976222006	2975	3073	4476
7937	MER4_9q34.3::chr9:135650751-135654625(+)	noncoding	-0.3634661473005155	152	289	3874
7938	PABLB_9q34.3::chr9:135656823-135662919(+)	noncoding	-0.3333414637647536	1819	2070	6096
7939	ERV316A3_9q34.3c::chr9:136315240-136318401(+)	noncoding	-0.3115201669001594	670	909	3161
7940	ERVLE_9q34.3b::chr9:136590693-136592272(+)	noncoding	-0.2986925995280525	15	575	1579
7941	HERVL40_9q34.3::chr9:136703426-136709202(+)	noncoding	-0.3257762551899477	1690	1968	5776
7942	HML2_9q34.3::chr9:136780314-136789776(-)	noncoding	-0.3166114197051637	7304	7660	9462
7943	MER101_9q34.3::chr9:136871520-136875014(+)	noncoding	-0.33800717913495737	2932	3114	3494
7944	HERVH_9q34.3::chr9:137843940-137850465(+)	coding	0.6168988353971152	553	1011	6525
7945	ERV316A3_9q34.3d::chr9:137866355-137867499(-)	noncoding	-0.38337426036666544	546	623	1144
7946	HERV4_9q34.3a::chr9:137931085-137933736(-)	noncoding	-0.36535911361828677	1884	2015	2651
7947	HERV4_9q34.3b::chr9:137942978-137947440(-)	noncoding	-0.3837929555066182	3040	3150	4462
7948	PRIMA41_9q34.3::chr9:138171763-138174909(+)	noncoding	-0.3336830013912776	2288	2512	3146
7949	PRIMA41_10p15.3::chr10:49371-52548(-)	noncoding	-0.3415757801697926	2221	2493	3177
7950	HERVL_10p15.3::chr10:98309-100387(-)	noncoding	-0.35848273728030566	768	998	2078
7951	HERVH_10p15.3a::chr10:1349016-1354570(+)	noncoding	-0.3259201779157944	1967	2185	5554
7952	ERVLB4_10p15.3::chr10:1935437-1936442(+)	noncoding	-0.32385240042587293	307	681	1005
7953	ERV316A3_10p15.3a::chr10:2127361-2128369(-)	noncoding	-0.33233057374083863	788	967	1008
7954	ERV316A3_10p15.3b::chr10:2333120-2334147(-)	noncoding	-0.3893431650058855	331	495	1027
7955	ERV316A3_10p15.3c::chr10:2699376-2700731(+)	noncoding	-0.34961713030044916	1001	1186	1355
7956	ERV316A3_10p15.3d::chr10:2866608-2867138(-)	noncoding	-0.37698802217837335	5	157	530
7957	HERVH_10p15.3b::chr10:2995554-2998180(-)	noncoding	-0.38486408301052966	841	966	2626
7958	ERV316A3_10p15.2::chr10:3018193-3020902(+)	noncoding	-0.30093326118414143	120	491	2709
7959	ERVLE_10p15.2::chr10:3696574-3699071(-)	noncoding	-0.32714001657815395	689	898	2497
7960	ERVLE_10p15.1a::chr10:4244510-4246232(-)	noncoding	-0.37326711906440546	506	568	1722
7961	ERVL_10p15.1::chr10:4486828-4488791(+)	noncoding	-0.40157246766690446	683	760	1963
7962	ERVLE_10p15.1b::chr10:4521869-4525470(+)	noncoding	-0.40336947047332583	2496	2597	3601
7963	ERV316A3_10p15.1a::chr10:4590597-4591115(+)	noncoding	-0.42433891535398194	177	269	518
7964	ERVLE_10p15.1c::chr10:4692733-4695068(-)	noncoding	-0.35428902487596725	1933	2187	2335
7965	MER41_10p15.1::chr10:4853677-4856881(+)	noncoding	-0.3616238978218702	1300	1545	3204
7966	LTR57_10p15.1::chr10:4893756-4894710(-)	noncoding	-0.3690287863163717	821	916	954
7967	MER61_10p15.1::chr10:4909131-4911590(+)	noncoding	-0.36143137398836656	1685	1831	2459
7968	HERVFRD_10p15.1a::chr10:4928655-4930599(+)	noncoding	-0.3713237662686736	106	171	1944
7969	PABLB_10p15.1a::chr10:4948126-4952119(+)	noncoding	-0.35794662448021997	2265	2414	3993
7970	PABLB_10p15.1b::chr10:5014293-5015225(-)	noncoding	-0.35285792758418555	310	492	932
7971	HERVFRD_10p15.1b::chr10:5026904-5028848(-)	noncoding	-0.44127212129122506	155	334	1944
7972	HML1_10p15.1::chr10:5035130-5038306(+)	noncoding	-0.3471305421368226	2041	2199	3176
7973	HML4_10p15.1::chr10:5038312-5047640(-)	coding	0.7028602276207476	1389	2387	9328
7974	HERVL_10p15.1::chr10:5115137-5116836(-)	noncoding	-0.4079757989507423	179	295	1699
7975	ERVLB4_10p15.1::chr10:5143017-5146658(+)	noncoding	-0.39119648059644874	2226	2387	3641
7976	LTR25_10p15.1a::chr10:5163884-5169104(+)	noncoding	-0.36498278151044306	2345	2647	5220
7977	LTR19_10p15.1::chr10:5169111-5173521(-)	noncoding	-0.3832796792437524	3	161	4410
7978	LTR25_10p15.1b::chr10:5173612-5174968(+)	noncoding	-0.523071897617654	425	466	1356
7979	LTR25_10p15.1c::chr10:5181140-5184422(+)	noncoding	-0.36099187418705936	1535	1663	3282
7980	MER4_10p15.1::chr10:5263582-5265822(-)	noncoding	-0.36675097904265264	1929	2039	2240
7981	ERVLE_10p15.1d::chr10:5438991-5440667(-)	noncoding	-0.3435516573957079	767	901	1676
7982	HERVH_10p15.1::chr10:5470768-5477012(+)	noncoding	-0.34913396105434935	3559	3786	6244
7983	ERVLE_10p15.1e::chr10:5669708-5672616(+)	noncoding	-0.3625610493781388	2346	2579	2908
7984	ERV316A3_10p15.1b::chr10:5676816-5677831(-)	noncoding	-0.3585311578473459	860	1003	1015
7985	ERV316A3_10p15.1c::chr10:6077139-6079309(-)	noncoding	-0.316902591954521	258	683	2170
7986	ERV316A3_10p15.1d::chr10:6080817-6081641(+)	noncoding	-0.3704552237184533	674	778	824
7987	HERVH_10p14a::chr10:6629579-6635541(-)	noncoding	-0.36002667090397844	3106	3570	5962
7988	HERVH_10p14b::chr10:6797083-6802953(-)	noncoding	-0.37345523105527534	3100	3294	5870
7989	HML2_10p14::chr10:6824179-6833641(-)	noncoding	-0.3249396491888087	7004	7237	9462
7990	ERVLE_10p14a::chr10:7469101-7470236(+)	noncoding	-0.3689513787278408	6	155	1135
7991	ERV316A3_10p14a::chr10:7813000-7816802(+)	noncoding	-0.36288697376185475	17	220	3802
7992	ERVLE_10p14b::chr10:9314231-9316202(-)	noncoding	-0.35202060490978804	1133	1222	1971
7993	ERVLE_10p14c::chr10:9376793-9378935(-)	noncoding	-0.3844434665949269	1653	1772	2142
7994	HERVL_10p14::chr10:9409359-9411315(+)	noncoding	-0.37714329286559933	1556	1894	1956
7995	ERVLE_10p14d::chr10:9694501-9697061(-)	noncoding	-0.4412948188174487	143	268	2560
7996	ERV316A3_10p14b::chr10:9755060-9759571(-)	noncoding	-0.3220009794609575	1382	1561	4511
7997	ERV316A3_10p14c::chr10:9807928-9809808(-)	noncoding	-0.40297661454530287	1242	1376	1880
7998	ERVLE_10p14e::chr10:9812618-9814609(-)	noncoding	-0.4096932429857342	973	1074	1991
7999	ERVLE_10p14f::chr10:10118351-10122792(+)	noncoding	-0.33504833254636135	3965	4354	4441
8000	ERV316A3_10p14d::chr10:10122943-10125618(-)	noncoding	-0.35734273605352107	1567	1710	2675
8001	ERVLE_10p14g::chr10:10327633-10328495(-)	noncoding	-0.47314513026947547	572	664	862
8002	ERVLE_10p14h::chr10:10387877-10391051(-)	noncoding	-0.372831531633797	2815	2946	3174
8003	ERVLE_10p14i::chr10:10444760-10446557(+)	noncoding	-0.3929206101505468	335	469	1797
8004	ERVLB4_10p14::chr10:10766093-10767170(-)	noncoding	-0.3812664924566914	136	303	1077
8005	ERVL_10p14::chr10:11491174-11492266(+)	noncoding	-0.36132554401994754	741	917	1092
8006	ERVLE_10p13a::chr10:12893390-12895593(-)	noncoding	-0.40130894721524435	557	673	2203
8007	ERVLE_10p13b::chr10:13003971-13007597(-)	noncoding	-0.37860578199214057	1179	1307	3626
8008	MER61_10p13::chr10:13066618-13072809(+)	noncoding	-0.35949206287670454	1305	1679	6191
8009	HERVIP10FH_10p13::chr10:13079022-13081163(+)	noncoding	-0.3579460044728482	815	1114	2141
8010	HERVE_10p13a::chr10:14980513-14982700(-)	noncoding	-0.3203482041149074	912	1232	2187
8011	HERVE_10p13b::chr10:14990821-14994887(-)	noncoding	-0.2773049466883827	383	808	4066
8012	HERVE_10p13c::chr10:15013301-15015356(-)	noncoding	-0.31541601489154125	1762	2034	2055
8013	ERVLB4_10p13a::chr10:15390575-15391895(-)	noncoding	-0.3890234364255465	570	686	1320
8014	ERVLB4_10p13b::chr10:16067848-16069020(+)	noncoding	-0.3640852345320127	765	950	1172
8015	HERVL_10p13a::chr10:16164982-16171514(-)	coding	0.6942957300405368	188	841	6532
8016	ERVLB4_10p13c::chr10:16183678-16192827(-)	noncoding	-0.3284943393627465	3633	3890	9149
8017	ERV316A3_10p13a::chr10:16234878-16236343(+)	noncoding	-0.37766780756388807	1070	1150	1465
8018	HERVL_10p13b::chr10:16447745-16449831(-)	noncoding	-0.35788268735319584	1725	1865	2086
8019	HERVL_10p13c::chr10:16449911-16451399(-)	noncoding	-0.3525538296353219	1275	1334	1488
8020	HERV9_10p13::chr10:17011188-17018975(-)	noncoding	-0.33005448283084493	5430	5828	7787
8021	ERV316A3_10p13b::chr10:17250750-17255221(-)	noncoding	-0.35328502912738025	1275	1484	4471
8022	MER4_10p12.33::chr10:17379427-17385917(+)	noncoding	-0.39231473994318555	3351	3563	6490
8023	HERVH_10p12.33::chr10:17630037-17632161(-)	noncoding	-0.3258482626377184	3	398	2124
8024	ERV316A3_10p12.33::chr10:18006456-18008712(-)	noncoding	-0.34321404140578793	1346	1612	2256
8025	HERVIP10F_10p12.31::chr10:18573539-18578111(+)	noncoding	-0.34165984961693774	357	704	4572
8026	ERVLB4_10p12.31::chr10:18874333-18879700(+)	noncoding	-0.3591410730709995	4073	4282	5367
8027	MER34B_10p12.31::chr10:19515943-19517902(-)	noncoding	-0.29900901642105837	665	736	1959
8028	HERVH_10p12.31::chr10:20119204-20124934(-)	noncoding	-0.3710998836746364	3349	3510	5730
8029	HERVL40_10p12.31a::chr10:21636985-21639125(-)	noncoding	-0.3679409655037552	915	1028	2140
8030	HERVL40_10p12.31b::chr10:21813720-21815543(+)	noncoding	-0.3452300002453337	18	437	1823
8031	HERVL40_10p12.31c::chr10:22096580-22098877(-)	noncoding	-0.3635248804607525	1144	1521	2297
8032	HERV9_10p12.31::chr10:22138857-22146509(+)	noncoding	-0.3547372709159933	2869	3066	7652
8033	ERV316A3_10p12.31::chr10:22218395-22220897(+)	noncoding	-0.35920948025602695	1412	1618	2502
8034	ERVLE_10p12.31::chr10:22296514-22297364(+)	noncoding	-0.4148771256264272	208	309	850
8035	ERV316A3_10p12.2::chr10:22422045-22425685(+)	noncoding	-0.37604527885454697	1362	1454	3640
8036	MER61_10p12.2::chr10:22825722-22831839(-)	noncoding	-0.34535891101652816	4951	5163	6117
8037	HERVW_10p12.2::chr10:23296192-23302161(-)	noncoding	-0.3378637352732532	1297	1854	5969
8038	ERVLE_10p12.2a::chr10:23337763-23339497(+)	noncoding	-0.39679641158796664	1416	1580	1734
8039	ERVLE_10p12.2b::chr10:23647486-23648710(-)	noncoding	-0.40741936156905123	1155	1223	1224
8040	MER41_10p12.1::chr10:25121537-25124380(+)	noncoding	-0.39126122660185214	2467	2586	2843
8041	HERVH_10p12.1a::chr10:25716421-25722926(+)	noncoding	-0.37310528324530357	3956	4315	6505
8042	HERVH_10p12.1b::chr10:25768956-25774917(-)	noncoding	-0.33847716908951875	1970	2419	5961
8043	ERVLB4_10p12.1a::chr10:25880671-25885881(+)	noncoding	-0.36155481920470467	2900	3031	5210
8044	PABLA_10p12.1::chr10:26332116-26334601(+)	noncoding	-0.3638179553972536	1767	1940	2485
8045	HERVL40_10p12.1::chr10:26778654-26786076(+)	noncoding	-0.3600266408671462	6379	6540	7422
8046	PRIMA4_10p12.1::chr10:26979406-26999995(-)	noncoding	-0.344570134885928	18061	18399	20589
8047	ERVLB4_10p12.1b::chr10:27424404-27432620(+)	coding	0.6429178971970289	6828	7733	8216
8048	HERVH_10p12.1c::chr10:27465310-27470937(+)	noncoding	-0.3139199620712354	3162	3392	5627
8049	ERV316A3_10p12.1a::chr10:28003642-28005566(-)	noncoding	-0.3817782977763181	611	724	1924
8050	ERVLE_10p12.1a::chr10:28005750-28007544(+)	noncoding	-0.36805028112879856	18	131	1794
8051	ERV316A3_10p12.1b::chr10:28419974-28421564(-)	noncoding	-0.3738538405992964	1186	1251	1590
8052	ERVLE_10p12.1b::chr10:28426133-28426801(+)	noncoding	-0.4521382881186564	261	341	668
8053	ERVLE_10p12.1c::chr10:28427138-28429462(+)	noncoding	-0.36986127649786016	983	1195	2324
8054	ERV316A3_10p12.1c::chr10:28847784-28849979(+)	noncoding	-0.32851783856075034	236	430	2195
8055	HARLEQUIN_10p11.23a::chr10:29360435-29365069(-)	noncoding	-0.3518584483682603	2939	3085	4634
8056	HERVIP10FH_10p11.23::chr10:29436720-29439409(-)	noncoding	-0.3542983752317548	1449	1556	2689
8057	HARLEQUIN_10p11.23b::chr10:30476115-30482420(+)	coding	0.5837217350672421	2086	2367	6305
8058	ERV316A3_10p11.23::chr10:30514933-30515815(+)	noncoding	-0.3206087912880219	180	461	882
8059	HERVP71A_10p11.23::chr10:30562477-30565904(+)	noncoding	-0.3345745519858162	1992	2414	3427
8060	ERVLE_10p11.23::chr10:30793645-30797432(+)	noncoding	-0.35592164144686556	871	954	3787
8061	ERV316A3_10p11.22a::chr10:31126525-31129023(-)	noncoding	-0.34912845242360513	1630	1752	2498
8062	ERV316A3_10p11.22b::chr10:31594473-31596944(+)	noncoding	-0.3707878980100372	156	281	2471
8063	ERVLB4_10p11.22a::chr10:31636489-31637631(-)	noncoding	-0.4143131088394765	995	1102	1142
8064	ERVLE_10p11.22a::chr10:31739581-31744654(+)	noncoding	-0.35401059545582947	191	646	5073
8065	HERVFRD_10p11.22a::chr10:31951962-31953948(-)	noncoding	-0.3810118110784878	1052	1099	1986
8066	HERVFRD_10p11.22b::chr10:31958450-31963114(-)	noncoding	-0.3409652977446822	1194	1436	4664
8067	ERV316A3_10p11.22c::chr10:32004895-32005791(+)	noncoding	-0.38750505574260796	529	672	896
8068	HERVH_10p11.22::chr10:32133699-32138852(-)	noncoding	-0.364810290114279	3134	3481	5153
8069	ERV316A3_10p11.22d::chr10:32437173-32439055(-)	noncoding	-0.37448350013452314	635	919	1882
8070	HERVL40_10p11.22::chr10:32440286-32441789(+)	noncoding	-0.4252840132638812	1155	1313	1503
8071	ERVLE_10p11.22b::chr10:32751007-32752580(-)	noncoding	-0.4296015520885066	987	1055	1573
8072	ERVLB4_10p11.22b::chr10:32761330-32766853(+)	noncoding	-0.3489105234055073	1972	2175	5523
8073	HERVL_10p11.22a::chr10:32797694-32803046(-)	coding	0.6337036907478708	4532	5053	5352
8074	HERVL_10p11.22b::chr10:32825222-32830177(+)	noncoding	-0.2665834503555129	1536	1799	4955
8075	HERVL74_10p11.22::chr10:32890892-32892954(-)	noncoding	-0.403806801305713	1177	1275	2062
8076	ERV316A3_10p11.22e::chr10:33580589-33586855(-)	noncoding	-0.2954176528740058	132	431	6266
8077	ERVLE_10p11.22c::chr10:33752412-33758000(-)	noncoding	-0.32669167301188207	5333	5440	5588
8078	HERVE_10p11.21::chr10:34969035-34975620(+)	noncoding	-0.27604726575223804	3700	4338	6585
8079	ERVLB4_10p11.21::chr10:34999279-35001258(+)	noncoding	-0.33251336744778615	473	694	1979
8080	ERV316A3_10p11.21a::chr10:35223108-35224381(+)	noncoding	-0.3775512604868777	653	871	1273
8081	ERV316A3_10p11.21b::chr10:35273618-35277559(-)	noncoding	-0.340306210914457	1180	1371	3941
8082	HERVH_10p11.21::chr10:35401605-35408752(-)	noncoding	-0.32316277592513387	5097	5339	7147
8083	LTR57_10p11.21::chr10:35522654-35523343(+)	noncoding	-0.4039515845736672	5	244	689
8084	HERVL_10p11.21::chr10:36473569-36476361(+)	noncoding	-0.34689468750709873	499	711	2792
8085	ERV316A3_10p11.21c::chr10:36728483-36730084(-)	noncoding	-0.37804880721486656	728	880	1601
8086	ERV316A3_10p11.21d::chr10:36730376-36731555(-)	noncoding	-0.3179399546810585	1026	1157	1179
8087	HERV9_10p11.21::chr10:37274421-37285722(-)	noncoding	-0.2739772088554313	938	1498	11301
8088	HUERSP3_10p11.21::chr10:37320772-37326042(+)	noncoding	-0.3695401655997843	873	1031	5270
8089	ERV316A3_10p11.21e::chr10:37449302-37451140(+)	noncoding	-0.40769393979523727	919	1065	1838
8090	ERVLE_10p11.21::chr10:37784211-37786335(+)	noncoding	-0.3713905566811747	282	374	2124
8091	ERV316A3_10p11.21f::chr10:37930138-37934250(-)	noncoding	-0.3292594126045054	3587	3868	4112
8092	HERVS71_10p11.21::chr10:37934819-37943976(+)	coding	0.7113717957685917	2551	3408	9157
8093	LTR57_10p11.1::chr10:38229084-38229937(-)	noncoding	-0.360635834126948	158	292	853
8094	MER4B_10p11.1::chr10:38229938-38230139(-)	noncoding	-0.5693963675115077	120	140	201
8095	MER61_10p11.1::chr10:38230526-38231180(+)	noncoding	-0.4117721607180228	502	642	654
8096	ERV316A3_10p11.1a::chr10:38626800-38628116(+)	noncoding	-0.3647279875550088	798	1064	1316
8097	ERV316A3_10p11.1b::chr10:38630974-38632555(+)	noncoding	-0.38042490225622294	1108	1239	1581
8098	HERVK11_10p11.1::chr10:39042475-39051555(+)	coding	0.5610292143246829	2189	2545	9080
8099	HML1_10p11.1::chr10:39080463-39083420(-)	noncoding	-0.33960895242587796	840	953	2957
8100	HERVKC4_10p11.1::chr10:39107015-39112474(+)	noncoding	-0.33127115245854644	4737	5099	5459
8101	HML3_10p11.1a::chr10:39197740-39202524(-)	noncoding	-0.35765990991419216	3711	3950	4784
8102	HERVS71_10p11.1::chr10:39202525-39209158(-)	coding	0.6696213648086728	3423	3860	6633
8103	HML3_10p11.1b::chr10:39209161-39210871(-)	noncoding	-0.35765459647667075	106	222	1710
8104	HERVL_10q11.21a::chr10:42186770-42190779(+)	noncoding	-0.3584791397140781	2983	3132	4009
8105	ERV316A3_10q11.21a::chr10:42285279-42286834(-)	noncoding	-0.37585941450039595	1257	1427	1555
8106	ERV316A3_10q11.21b::chr10:42289681-42290997(-)	noncoding	-0.36779073241955984	800	1075	1316
8107	MER41_10q11.21::chr10:42376380-42379774(-)	noncoding	-0.36771179571980706	1337	1414	3394
8108	HERVFH19_10q11.21::chr10:42384057-42393513(-)	noncoding	-0.33367523676510213	4334	4546	9456
8109	MER61_10q11.21::chr10:42395784-42396996(-)	noncoding	-0.33187187068584034	221	499	1212
8110	MER4B_10q11.21::chr10:42397375-42398000(+)	noncoding	-0.5565435213801018	346	408	625
8111	HML3_10q11.21a::chr10:42486524-42494602(+)	noncoding	-0.330949531204231	2305	2661	8078
8112	HML3_10q11.21b::chr10:42494899-42502222(+)	noncoding	-0.3178191422886081	4864	5133	7323
8113	HML3_10q11.21c::chr10:42506072-42510738(-)	coding	0.6242986007109756	3041	3223	4666
8114	ERVLB4_10q11.21::chr10:42844649-42849633(-)	noncoding	-0.30927967507250376	2160	2510	4984
8115	HML1_10q11.21::chr10:43299360-43300924(-)	noncoding	-0.3754469672031995	629	715	1564
8116	HML5_10q11.21::chr10:43300927-43306616(-)	noncoding	-0.2851755942214502	4223	4699	5689
8117	ERV316A3_10q11.21c::chr10:43325844-43326859(-)	noncoding	-0.3259630054854754	220	567	1015
8118	HERVL74_10q11.21::chr10:43507837-43509420(+)	noncoding	-0.36333785016605147	591	815	1583
8119	HERVL_10q11.21b::chr10:43509421-43516879(-)	noncoding	-0.34654426875890365	4304	4615	7458
8120	HERV3_10q11.21a::chr10:43583451-43586830(-)	noncoding	-0.3258563607030357	2911	3240	3379
8121	HML3_10q11.21d::chr10:43586832-43591985(+)	noncoding	-0.33064131547429654	4584	4841	5153
8122	HERV3_10q11.21b::chr10:43591986-43597077(-)	noncoding	-0.35580700176223246	4361	4534	5091
8123	ERVLE_10q11.21::chr10:43898266-43899656(-)	noncoding	-0.30883659371925065	1089	1343	1390
8124	LTR19_10q11.21::chr10:45274512-45278972(-)	noncoding	-0.3761077676230483	260	454	4460
8125	HML6_10q11.21::chr10:45278976-45286905(+)	noncoding	-0.3521704814050167	2840	3058	7929
8126	HERVL_10q11.21c::chr10:45336528-45341477(+)	noncoding	-0.339108355615771	4697	4792	4949
8127	HERVH_10q11.22::chr10:45571174-45576085(+)	noncoding	-0.3429067662173979	2328	2708	4911
8128	MER4_10q11.22a::chr10:46137666-46140632(-)	noncoding	-0.3800750334604628	1110	1289	2966
8129	ERVL_10q11.22a::chr10:46157064-46158485(-)	noncoding	-0.4152406461981738	964	1038	1421
8130	MER4_10q11.22b::chr10:46208910-46211877(+)	noncoding	-0.376421933804469	154	288	2967
8131	MER101_10q11.22a::chr10:46258213-46262072(+)	noncoding	-0.37703612821134014	1674	1790	3859
8132	ERVLE_10q11.22a::chr10:46471430-46471996(+)	noncoding	-0.3925471208361573	189	281	566
8133	MER101_10q11.22b::chr10:46483419-46484867(+)	noncoding	-0.4331957679834251	1366	1419	1448
8134	MER101_10q11.22c::chr10:46485290-46486500(+)	noncoding	-0.37850328663520405	695	826	1210
8135	MER4_10q11.22c::chr10:46844156-46847115(-)	noncoding	-0.3735994456998155	1106	1285	2959
8136	ERVL_10q11.22b::chr10:46863173-46864574(-)	noncoding	-0.4152406461981738	964	1038	1401
8137	ERVLE_10q11.22b::chr10:46952098-46952980(-)	noncoding	-0.46840888344509657	53	82	882
8138	ERVLB4_10q11.22a::chr10:46976966-46982057(+)	noncoding	-0.35102028373391303	736	1248	5091
8139	ERV316A3_10q11.22a::chr10:47288922-47291726(-)	noncoding	-0.3625677579733867	2387	2518	2804
8140	ERV316A3_10q11.22b::chr10:47292217-47295677(-)	noncoding	-0.4029391237818386	3055	3153	3460
8141	MER101_10q11.22d::chr10:47898179-47901255(-)	noncoding	-0.3612015268288774	1343	1498	3076
8142	ERVLE_10q11.22c::chr10:47912664-47913230(-)	noncoding	-0.3925471208361573	188	280	566
8143	ERVLB4_10q11.22b::chr10:48069799-48074884(-)	coding	0.5927721809996815	731	1243	5085
8144	ERVLE_10q11.22d::chr10:48098835-48099717(+)	noncoding	-0.46840888344509657	54	83	882
8145	MER34B_10q11.22::chr10:48226479-48231674(+)	noncoding	-0.3475511780045576	248	346	5195
8146	ERVLB4_10q11.22c::chr10:48282094-48283328(-)	noncoding	-0.4122911286739649	545	676	1234
8147	HERVP71A_10q11.22::chr10:48330535-48335179(-)	noncoding	-0.322348590527328	3432	3593	4644
8148	HERVW_10q11.23::chr10:48665296-48667004(-)	noncoding	-0.32059953375964323	1262	1567	1708
8149	HERVL_10q11.23::chr10:48990714-48997769(-)	noncoding	-0.36111684333271354	2533	2775	7055
8150	MER41_10q11.23::chr10:49543227-49550170(-)	noncoding	-0.3487945930013219	3335	3529	6943
8151	ERV316A3_10q11.23a::chr10:49560163-49561809(+)	noncoding	-0.3215814958570178	1306	1500	1646
8152	ERVLB4_10q11.23a::chr10:49562050-49564929(-)	noncoding	-0.3598338353153556	2598	2765	2879
8153	MER4B_10q11.23::chr10:49790561-49796780(-)	noncoding	-0.3604258002534665	770	1051	6219
8154	ERV316A3_10q11.23b::chr10:50159947-50162451(+)	noncoding	-0.39010627490885075	2338	2469	2504
8155	ERV316A3_10q11.23c::chr10:50777832-50780339(-)	noncoding	-0.4017207721725169	2340	2471	2507
8156	ERVLB4_10q11.23b::chr10:50953059-50954697(-)	noncoding	-0.3575337465730659	959	1270	1638
8157	HERVL_10q21.1a::chr10:51406790-51410669(-)	coding	0.5784513236679218	1578	2384	3879
8158	HERVH_10q21.1a::chr10:52033757-52039561(-)	noncoding	-0.3203607384698498	3089	3574	5804
8159	HERVS71_10q21.1::chr10:52946389-52956110(-)	noncoding	-0.29923929099640756	3546	3836	9721
8160	HERV30_10q21.1::chr10:53025174-53030661(-)	noncoding	-0.34432896521813894	4536	4757	5487
8161	ERV316A3_10q21.1a::chr10:53184226-53190464(-)	noncoding	-0.32818521028784786	3776	4096	6238
8162	HML3_10q21.1::chr10:53335597-53342907(-)	noncoding	-0.31304944002451685	4426	4689	7310
8163	HERVH_10q21.1b::chr10:53492723-53493946(-)	noncoding	-0.3831502630567165	327	458	1223
8164	HERVH_10q21.1c::chr10:53500029-53504727(-)	noncoding	-0.3343671927368399	861	1061	4698
8165	HERVL40_10q21.1::chr10:53786677-53788540(-)	noncoding	-0.3802394215014261	1660	1794	1863
8166	HERVL_10q21.1b::chr10:54102316-54105755(-)	noncoding	-0.3694345130873399	2051	2104	3439
8167	HERVH_10q21.1d::chr10:54166676-54172501(+)	noncoding	-0.34170218381898143	2082	2294	5825
8168	ERVLE_10q21.1a::chr10:54388165-54389351(-)	noncoding	-0.39363731912791733	241	330	1186
8169	ERVLE_10q21.1b::chr10:54510198-54511128(+)	noncoding	-0.411524610329834	872	928	930
8170	HUERSP2_10q21.1::chr10:55262253-55267089(+)	noncoding	-0.3140466443127886	3540	3779	4836
8171	ERVLB4_10q21.1a::chr10:55302407-55303569(-)	noncoding	-0.4251191798970402	102	194	1162
